linkId	fromNode	toNode	meanTime	stdTime
1849004675	1849	4675	100	2
1850001851	1850	1851	90	10
1850011587	1850	11587	20	3
1850011588	1850	11588	66	7
1851001844	1851	1844	54	5
1851001850	1851	1850	90	1
1851004674	1851	4674	33	3
1852002612	1852	2612	45	2
1852002613	1852	2613	33	3
1852010466	1852	10466	27	0
1852012960	1852	12960	93	10
1853004674	1853	4674	49	1
1853009834	1853	9834	57	2
1853009835	1853	9835	42	2
1854001864	1854	1864	36	4
1854002176	1854	2176	18	1
1854002613	1854	2613	19	0
1854002726	1854	2726	4	0
1855002721	1855	2721	16	0
1855010472	1855	10472	69	8
1855010478	1855	10478	56	5
1856001847	1856	1847	70	7
1856002720	1856	2720	36	5
1856010724	1856	10724	94	13
1856010728	1856	10728	19	1
1857001858	1857	1858	23	3
1857001929	1857	1929	156	19
1857002720	1857	2720	36	2
1857010478	1857	10478	62	5
1858001857	1858	1857	23	0
1858001859	1858	1859	42	5
1858002687	1858	2687	40	6
1858010485	1858	10485	62	7
1859001858	1859	1858	42	4
1859001862	1859	1862	60	7
1859010478	1859	10478	36	4
1860003489	1860	3489	45	4
1860003499	1860	3499	56	6
1860003500	1860	3500	52	1
1860003536	1860	3536	80	10
1861001866	1861	1866	61	6
1861003538	1861	3538	54	5
1862001859	1862	1859	60	5
1862001863	1862	1863	54	7
1862010479	1862	10479	60	9
1862010485	1862	10485	40	4
1863001862	1863	1862	54	7
1863009640	1863	9640	25	2
1863010478	1863	10478	91	1
1864001854	1864	1854	36	1
1864002614	1864	2614	21	2
1864002721	1864	2721	50	7
1864010472	1864	10472	5	0
1865009640	1865	9640	56	3
1865010472	1865	10472	25	2
1865010473	1865	10473	45	4
1866001861	1866	1861	61	2
1866003540	1866	3540	45	4
1866003541	1866	3541	62	8
1867002615	1867	2615	37	0
1867005108	1867	5108	120	12
1867010466	1867	10466	25	3
1867012962	1867	12962	95	11
1868001875	1868	1875	109	12
1868001892	1868	1892	57	0
1868003541	1868	3541	17	1
1869001880	1869	1880	45	5
1869003502	1869	3502	23	0
1870002178	1870	2178	17	0
1870002728	1870	2728	5	0
1870002729	1870	2729	59	3
1871001874	1871	1874	80	3
1871002728	1871	2728	24	1
1871005102	1871	5102	45	6
1871010467	1871	10467	53	2
1872001873	1872	1873	37	4
1872001874	1872	1874	26	1
1872010468	1872	10468	27	3
1873001872	1873	1872	37	0
1873001883	1873	1883	76	4
1873005104	1873	5104	30	1
1873010474	1873	10474	54	3
1874001871	1874	1871	80	3
1874001872	1874	1872	26	1
1874010474	1874	10474	23	3
1875001868	1875	1868	109	8
1875011464	1875	11464	40	1
1876001879	1876	1879	30	3
1876010474	1876	10474	87	1
1876010475	1876	10475	45	3
1877003467	1877	3467	71	0
1877003487	1877	3487	117	6
1877003502	1877	3502	61	9
1877009319	1877	9319	108	7
1878002414	1878	2414	60	9
1878002631	1878	2631	48	1
1878010480	1878	10480	39	0
1879001876	1879	1876	30	4
1879001944	1879	1944	163	15
1879009638	1879	9638	85	3
1879010481	1879	10481	36	0
1880001869	1880	1869	45	6
1880003503	1880	3503	13	1
1880011464	1880	11464	6	0
1881001882	1881	1882	45	2
1881005073	1881	5073	56	6
1881005106	1881	5106	50	3
1882001881	1882	1881	45	5
1882001883	1882	1883	19	2
1882010475	1882	10475	97	7
1883001873	1883	1873	76	11
1883001882	1883	1882	19	0
1883010469	1883	10469	27	2
1884011825	1884	11825	74	5
1884012736	1884	12736	23	2
1885002736	1885	2736	18	2
1885002737	1885	2737	18	1
1886001808	1886	1808	91	2
1886001891	1886	1891	103	13
1886002736	1886	2736	45	1
1886010471	1886	10471	46	2
1887002736	1887	2736	22	1
1887002737	1887	2737	19	2
1888002737	1888	2737	50	5
1888010318	1888	10318	19	1
1888010483	1888	10483	51	4
1889003517	1889	3517	52	6
1889003529	1889	3529	60	2
1889003531	1889	3531	57	5
1890002016	1890	2016	60	1
1890010316	1890	10316	104	11
1890010318	1890	10318	103	11
1890010319	1890	10319	60	8
1891001886	1891	1886	103	12
1891010314	1891	10314	94	1
1891010316	1891	10316	64	3
1892001868	1892	1868	57	7
1892003542	1892	3542	57	0
1892007288	1892	7288	47	5
1892012245	1892	12245	71	6
1893003531	1893	3531	23	2
1893003532	1893	3532	11	1
1893007287	1893	7287	36	2
1893010031	1893	10031	29	1
1894002920	1894	2920	31	2
1894002921	1894	2921	31	3
1895002920	1895	2920	31	0
1895002921	1895	2921	31	1
1896002921	1896	2921	95	3
1896011871	1896	11871	84	5
1896011872	1896	11872	123	3
1896011891	1896	11891	82	2
1897004731	1897	4731	23	3
1897007534	1897	7534	18	0
1898002011	1898	2011	72	1
1898007021	1898	7021	30	4
1898010358	1898	10358	23	0
1899004956	1899	4956	48	1
1899007312	1899	7312	88	10
1899007315	1899	7315	38	2
1899011679	1899	11679	19	1
1900003569	1900	3569	4	0
1900003570	1900	3570	47	6
1900011414	1900	11414	146	1
1901003497	1901	3497	21	2
1901011465	1901	11465	53	5
1901011466	1901	11466	202	20
1902001904	1902	1904	62	4
1902004946	1902	4946	50	0
1902011653	1902	11653	78	2
1903003550	1903	3550	22	2
1903003561	1903	3561	158	19
1903011466	1903	11466	55	3
1904001902	1904	1902	62	8
1904011653	1904	11653	55	1
1904011656	1904	11656	19	0
1905003254	1905	3254	10	0
1905003774	1905	3774	66	1
1905003775	1905	3775	58	4
1906002214	1906	2214	90	6
1906002331	1906	2331	56	6
1906004905	1906	4905	45	4
1907001967	1907	1967	114	13
1907004905	1907	4905	71	4
1907010731	1907	10731	72	3
1907011654	1907	11654	121	4
1908001911	1908	1911	109	2
1908003771	1908	3771	174	5
1908003776	1908	3776	115	13
1908011589	1908	11589	104	14
1909001910	1909	1910	36	4
1909002454	1909	2454	29	4
1909002455	1909	2455	40	2
1909012641	1909	12641	93	12
1910001909	1910	1909	36	2
1910002454	1910	2454	41	6
1910002455	1910	2455	29	3
1910010898	1910	10898	27	3
1911001908	1911	1908	109	3
1911001915	1911	1915	115	14
1911011590	1911	11590	45	1
1912001913	1912	1913	85	7
1912002413	1912	2413	53	4
1912010732	1912	10732	90	2
1912010733	1912	10733	83	1
1912010735	1912	10735	51	7
1913001912	1913	1912	85	11
1913001914	1913	1914	45	1
1913010733	1913	10733	50	6
1914001913	1914	1913	45	3
1914002226	1914	2226	90	1
1914010727	1914	10727	82	11
1914010729	1914	10729	66	2
1915001911	1915	1911	115	9
1915003560	1915	3560	63	8
1915003561	1915	3561	22	2
1916001847	1916	1847	92	7
1916001917	1916	1917	32	2
1916010727	1916	10727	121	18
1916010730	1916	10730	41	5
1917001916	1917	1916	32	3
1917001929	1917	1929	96	3
1917010728	1917	10728	69	2
1917010730	1917	10730	61	0
1918001919	1918	1919	47	0
1918003782	1918	3782	27	1
1918003783	1918	3783	72	2
1918003784	1918	3784	126	10
1919001918	1919	1918	47	4
1919001921	1919	1921	105	4
1919003777	1919	3777	81	6
1919003781	1919	3781	18	0
1920001922	1920	1922	51	1
1920001928	1920	1928	103	13
1920010729	1920	10729	29	3
1920010730	1920	10730	57	1
1921001919	1921	1919	105	3
1921001924	1921	1924	109	1
1921003777	1921	3777	119	11
1921011591	1921	11591	80	7
1922001920	1922	1920	51	1
1922010733	1922	10733	53	4
1922010734	1922	10734	41	5
1923002680	1923	2680	51	6
1923010734	1923	10734	66	9
1923010735	1923	10735	18	0
1924001921	1924	1921	109	11
1924003776	1924	3776	47	0
1924003778	1924	3778	89	6
1924003787	1924	3787	32	3
1925011592	1925	11592	59	2
1925012447	1925	12447	102	7
1925012516	1925	12516	126	1
1926001930	1926	1930	42	3
1926001931	1926	1931	68	2
1926003783	1926	3783	69	7
1926011593	1926	11593	58	3
1927001933	1927	1933	45	4
1927001934	1927	1934	25	2
1927010490	1927	10490	90	4
1927010494	1927	10494	104	14
1928001920	1928	1920	103	14
1928001929	1928	1929	105	15
1928001932	1928	1932	86	11
1928010490	1928	10490	51	5
1929001857	1929	1857	156	23
1929001917	1929	1917	96	3
1929001928	1929	1928	105	6
1929010484	1929	10484	60	4
1930001926	1930	1926	42	6
1930001931	1930	1931	82	12
1930003803	1930	3803	55	6
1930003809	1930	3809	72	5
1931001926	1931	1926	68	7
1931001930	1931	1930	82	4
1931003805	1931	3805	63	6
1932001928	1932	1928	86	5
1932001933	1932	1933	11	0
1932002685	1932	2685	79	5
1932010488	1932	10488	84	11
1933001927	1933	1927	45	3
1933001932	1933	1932	11	0
1933001934	1933	1934	50	0
1934001927	1934	1927	25	2
1934001933	1934	1933	50	4
1934010491	1934	10491	26	0
1934010495	1934	10495	79	3
1935001936	1935	1936	53	4
1935001941	1935	1941	62	2
1935003806	1935	3806	102	10
1936001935	1936	1935	53	7
1936003805	1936	3805	47	2
1936003811	1936	3811	79	0
1937001938	1937	1938	35	5
1937005030	1937	5030	23	2
1937010494	1937	10494	85	7
1937010495	1937	10495	22	1
1938001937	1938	1937	35	4
1938001939	1938	1939	76	5
1938010492	1938	10492	17	1
1939001938	1939	1938	76	3
1939002719	1939	2719	37	0
1939010807	1939	10807	38	1
1940002631	1940	2631	96	12
1940002687	1940	2687	96	2
1940010485	1940	10485	78	4
1940010489	1940	10489	94	6
1941001935	1941	1935	62	1
1941003807	1941	3807	121	5
1941011594	1941	11594	78	10
1942001943	1942	1943	40	5
1942002631	1942	2631	64	4
1942002686	1942	2686	61	8
1942010489	1942	10489	71	10
1943001942	1943	1942	40	2
1943002632	1943	2632	76	1
1943002686	1943	2686	125	17
1944001879	1944	1879	163	16
1944002632	1944	2632	38	0
1944010486	1944	10486	72	2
1945003806	1945	3806	31	4
1945003807	1945	3807	10	0
1945011517	1945	11517	62	6
1946010486	1946	10486	130	11
1946010807	1946	10807	89	1
1946010812	1946	10812	81	3
1946010813	1946	10813	90	4
1947001986	1947	1986	108	3
1947002740	1947	2740	76	10
1947010812	1947	10812	89	4
1947010813	1947	10813	90	11
1948001949	1948	1949	48	1
1948001950	1948	1950	64	4
1948010486	1948	10486	48	0
1949001948	1949	1948	48	6
1949001950	1949	1950	33	4
1949001951	1949	1951	95	5
1949010487	1949	10487	91	1
1950001948	1950	1948	64	0
1950001949	1950	1949	33	4
1950002754	1950	2754	64	9
1950010813	1950	10813	107	0
1951001949	1951	1949	95	3
1951002403	1951	2403	68	5
1951003992	1951	3992	88	1
1952001954	1952	1954	22	2
1952002456	1952	2456	73	2
1952002457	1952	2457	52	7
1952010889	1952	10889	45	1
1953001955	1953	1955	92	11
1953002016	1953	2016	120	11
1953002367	1953	2367	91	6
1953010318	1953	10318	45	2
1954001952	1954	1952	22	2
1954002456	1954	2456	73	9
1954002457	1954	2457	74	3
1954012593	1954	12593	18	0
1955001953	1955	1953	92	0
1955001957	1955	1957	112	2
1955010320	1955	10320	91	8
1955010487	1955	10487	90	0
1957001955	1957	1955	112	0
1957001958	1957	1958	19	0
1957002365	1957	2365	97	5
1957010321	1957	10321	123	11
1958001957	1958	1957	19	2
1958001962	1958	1962	91	1
1958010493	1958	10493	90	3
1959001956	1959	1956	0	0
1960001961	1960	1961	0	0
1962001958	1962	1958	91	5
1962002739	1962	2739	63	4
1962007490	1962	7490	80	0
1962010498	1962	10498	95	5
1963003825	1963	3825	35	4
1963003826	1963	3826	32	3
1963003829	1963	3829	54	6
1963011595	1963	11595	47	5
1964001968	1964	1968	63	6
1964001969	1964	1969	68	1
1964003823	1964	3823	76	8
1965001968	1965	1968	35	0
1965001971	1965	1971	120	4
1965001996	1965	1996	78	6
1965012553	1965	12553	137	13
1966002083	1966	2083	74	7
1966005082	1966	5082	105	14
1966010697	1966	10697	60	9
1966010698	1966	10698	57	8
1967001907	1967	1907	114	2
1967010737	1967	10737	10	0
1967011657	1967	11657	80	12
1968001964	1968	1964	63	7
1968001965	1968	1965	35	0
1968003830	1968	3830	101	12
1969001964	1969	1964	68	9
1969001971	1969	1971	55	3
1969003824	1969	3824	48	3
1970002413	1970	2413	73	2
1970005023	1970	5023	23	0
1970010740	1970	10740	80	9
1970010746	1970	10746	82	3
1971001965	1971	1965	120	16
1971001969	1971	1969	55	8
1971001977	1971	1977	45	3
1972002361	1972	2361	90	9
1972002682	1972	2682	33	2
1972002717	1972	2717	10	0
1972005025	1972	5025	77	7
1973001974	1973	1974	38	0
1973002717	1973	2717	22	3
1973005556	1973	5556	206	18
1974001973	1974	1973	38	5
1974002360	1974	2360	59	6
1974005616	1974	5616	102	10
1975001976	1975	1976	26	3
1975005026	1975	5026	46	3
1975005030	1975	5030	75	11
1975010496	1975	10496	75	11
1976001975	1976	1975	26	2
1976001978	1976	1978	105	2
1976005031	1976	5031	104	6
1976005036	1976	5036	84	10
1977001971	1977	1971	45	6
1977001984	1977	1984	86	8
1977012549	1977	12549	85	6
1978001976	1978	1976	105	15
1978001980	1978	1980	96	1
1978010496	1978	10496	22	2
1978010497	1978	10497	71	10
1979001980	1979	1980	17	2
1979001981	1979	1981	91	9
1979002360	1979	2360	87	4
1979010496	1979	10496	79	5
1980001978	1980	1978	96	12
1980001979	1980	1979	17	2
1980001983	1980	1983	104	15
1980011633	1980	11633	89	7
1981001979	1981	1979	91	12
1981002833	1981	2833	9	1
1981005616	1981	5616	105	5
1982001983	1982	1983	91	8
1982011633	1982	11633	103	6
1982011814	1982	11814	123	11
1983001980	1983	1980	104	14
1983001982	1983	1982	91	9
1983005027	1983	5027	41	6
1983010497	1983	10497	82	4
1984001977	1984	1977	86	9
1984011517	1984	11517	115	6
1984012552	1984	12552	155	6
1985005033	1985	5033	67	0
1985005036	1985	5036	30	2
1985010497	1985	10497	64	0
1986001947	1986	1947	108	16
1986001989	1986	1989	108	4
1986002037	1986	2037	79	4
1986005028	1986	5028	36	3
1987001990	1987	1990	73	2
1987010857	1987	10857	121	17
1987010862	1987	10862	19	1
1987010863	1987	10863	48	1
1988002210	1988	2210	22	3
1988008558	1988	8558	32	1
1988010855	1988	10855	55	5
1989001986	1989	1986	108	16
1989002038	1989	2038	61	8
1989005027	1989	5027	93	4
1990001987	1990	1987	73	3
1990002747	1990	2747	72	0
1990010869	1990	10869	48	3
1991006408	1991	6408	99	12
1991006412	1991	6412	124	0
1991011597	1991	11597	110	11
1992003828	1992	3828	23	2
1992006407	1992	6407	53	0
1992006408	1992	6408	112	11
1993010864	1993	10864	46	5
1993010870	1993	10870	72	9
1993010871	1993	10871	51	6
1993012551	1993	12551	55	6
1994005029	1994	5029	82	0
1994007301	1994	7301	21	2
1994010498	1994	10498	118	4
1995001996	1995	1996	93	13
1995006412	1995	6412	27	4
1995011598	1995	11598	29	4
1996001965	1996	1965	78	11
1996001995	1996	1995	93	1
1996006410	1996	6410	117	4
1996006411	1996	6411	67	2
1997002738	1997	2738	112	13
1997005130	1997	5130	11	1
1997010322	1997	10322	72	0
1998005130	1998	5130	28	4
1998005983	1998	5983	149	10
1998011873	1998	11873	127	7
1998011874	1998	11874	130	12
1999005241	1999	5241	80	11
1999005258	1999	5258	71	4
1999005260	1999	5260	73	9
1999005275	1999	5275	81	9
2000005246	2000	5246	73	6
2000005265	2000	5265	73	7
2000005266	2000	5266	72	8
2000011660	2000	11660	72	5
2001005612	2001	5612	67	8
2001005632	2001	5632	15	1
2001011819	2001	11819	63	8
2002005640	2002	5640	27	3
2002005641	2002	5641	81	8
2002005666	2002	5666	16	1
2002007318	2002	7318	45	4
2003005635	2003	5635	96	7
2003005643	2003	5643	144	18
2003011818	2003	11818	25	0
2004005643	2004	5643	45	0
2004005645	2004	5645	45	5
2004005650	2004	5650	47	6
2005005646	2005	5646	51	3
2005005650	2005	5650	131	10
2005011813	2005	11813	131	2
2005011816	2005	11816	100	8
2006005674	2006	5674	31	1
2006005675	2006	5675	31	1
2006005706	2006	5706	86	7
2007006421	2007	6421	14	1
2007006422	2007	6422	66	2
2007011598	2007	11598	53	3
2008005388	2008	5388	74	7
2008005400	2008	5400	86	4
2008005401	2008	5401	74	3
2008006762	2008	6762	216	32
2009005364	2009	5364	18	0
2009005722	2009	5722	72	10
2009006502	2009	6502	29	0
2010002014	2010	2014	82	5
2010006423	2010	6423	63	4
2010006425	2010	6425	111	12
2010011599	2010	11599	82	0
2011001898	2011	1898	72	1
2011007022	2011	7022	30	3
2011007878	2011	7878	26	0
2012005806	2012	5806	30	1
2012005808	2012	5808	10	0
2012011867	2012	11867	84	10
2013001843	2013	1843	30	4
2013002022	2013	2022	72	10
2013010366	2013	10366	37	5
2014002010	2014	2010	82	11
2014002015	2014	2015	55	8
2014006426	2014	6426	54	1
2015002014	2015	2014	55	4
2015004047	2015	4047	113	12
2015011599	2015	11599	117	7
2015011601	2015	11601	118	6
2016001890	2016	1890	60	9
2016001953	2016	1953	120	15
2016002017	2016	2017	72	7
2016010320	2016	10320	105	9
2017002016	2017	2016	72	5
2017002392	2017	2392	89	8
2017010319	2017	10319	68	10
2018004904	2018	4904	34	1
2020002100	2020	2100	32	4
2021002020	2021	2020	0	0
2022002013	2022	2013	72	7
2022002023	2022	2023	72	6
2022007021	2022	7021	77	6
2022007132	2022	7132	46	6
2023002022	2023	2022	72	6
2023002040	2023	2040	26	2
2023007023	2023	7023	7	1
2023007470	2023	7470	35	1
2024002025	2024	2025	0	0
2025004906	2025	4906	11	0
2026004006	2026	4006	258	14
2026006413	2026	6413	32	1
2026006414	2026	6414	68	10
2026011597	2026	11597	57	0
2027002039	2027	2039	59	2
2027006424	2027	6424	96	11
2027011600	2027	11600	115	11
2027012646	2027	12646	151	3
2028002029	2028	2029	72	5
2028007184	2028	7184	56	4
2028007470	2028	7470	37	3
2028010367	2028	10367	9	0
2029002028	2029	2028	72	10
2029007032	2029	7032	7	1
2029008058	2029	8058	4	0
2030002031	2030	2031	30	3
2030007132	2030	7132	23	2
2030007167	2030	7167	37	2
2031002030	2031	2030	30	1
2031007167	2031	7167	44	2
2031010370	2031	10370	29	0
2032007167	2032	7167	26	3
2032007184	2032	7184	29	3
2032007470	2032	7470	44	4
2032012573	2032	12573	95	2
2034002033	2034	2033	0	0
2035002036	2035	2036	0	0
2037001986	2037	1986	79	8
2037002038	2037	2038	85	3
2037010498	2037	10498	110	15
2038001989	2038	1989	61	1
2038002037	2038	2037	85	10
2038005029	2038	5029	12	1
2038011634	2038	11634	62	7
2039002027	2039	2027	59	7
2039006428	2039	6428	44	6
2039011602	2039	11602	122	14
2039012644	2039	12644	91	9
2040002023	2040	2023	26	1
2040007167	2040	7167	12	1
2040007470	2040	7470	28	3
2041007184	2041	7184	46	2
2041007189	2041	7189	29	1
2041008995	2041	8995	45	1
2042002043	2042	2043	18	2
2042006420	2042	6420	120	8
2042006421	2042	6421	60	6
2043002042	2043	2042	18	0
2043011541	2043	11541	104	5
2043012631	2043	12631	74	7
2044006439	2044	6439	89	7
2044006443	2044	6443	102	3
2044011601	2044	11601	36	5
2045002070	2045	2070	91	2
2045006430	2045	6430	44	2
2045011602	2045	11602	23	1
2046005219	2046	5219	18	1
2046012710	2046	12710	17	1
2047002046	2047	2046	45	6
2047012709	2047	12709	14	0
2049002913	2049	2913	24	1
2050002051	2050	2051	17	2
2050006708	2050	6708	68	4
2050007473	2050	7473	71	7
2050008324	2050	8324	14	0
2051002050	2051	2050	17	1
2051002056	2051	2056	39	1
2051007461	2051	7461	45	0
2051008324	2051	8324	9	0
2052002053	2052	2053	10	0
2053012926	2053	12926	10	1
2054002055	2054	2055	10	0
2055002263	2055	2263	20	1
2056002051	2056	2051	39	0
2056002057	2056	2057	33	2
2056007461	2056	7461	48	6
2056008322	2056	8322	14	2
2057002056	2057	2056	33	4
2057007499	2057	7499	72	4
2057007557	2057	7557	9	1
2057007565	2057	7565	50	6
2058011861	2058	11861	16	2
2058011862	2058	11862	107	10
2061002127	2061	2127	29	4
2061002877	2061	2877	18	1
2061012589	2061	12589	45	0
2062002855	2062	2855	47	3
2063002062	2063	2062	0	0
2064002065	2064	2065	73	2
2064007508	2064	7508	36	5
2064010375	2064	10375	36	2
2064012614	2064	12614	71	3
2065002064	2065	2064	73	1
2065007567	2065	7567	26	1
2065007568	2065	7568	26	1
2066002219	2066	2219	24	0
2067002066	2067	2066	0	0
2068006909	2068	6909	50	1
2068008311	2068	8311	74	7
2068010611	2068	10611	36	2
2069002084	2069	2084	71	7
2069008696	2069	8696	73	6
2069010165	2069	10165	72	2
2069010613	2069	10613	73	2
2070002045	2070	2045	91	5
2070002071	2070	2071	118	3
2070002155	2070	2155	88	7
2070006442	2070	6442	106	11
2071002070	2071	2070	118	17
2071006445	2071	6445	27	3
2071011604	2071	11604	104	3
2072004510	2072	4510	12	1
2074002073	2074	2073	0	0
2075002076	2075	2076	0	0
2077002078	2077	2078	0	0
2079002080	2079	2080	0	0
2081002082	2081	2082	0	0
2083001966	2083	1966	74	11
2083002322	2083	2322	54	0
2083010691	2083	10691	83	9
2083010692	2083	10692	46	4
2084002069	2084	2069	71	4
2084002085	2084	2085	92	9
2084004431	2084	4431	92	4
2085002084	2085	2084	92	12
2085010613	2085	10613	51	0
2085010614	2085	10614	51	4
2086002088	2086	2088	45	4
2086007670	2086	7670	122	3
2086009626	2086	9626	72	1
2086010629	2086	10629	144	17
2087007670	2087	7670	33	2
2087010077	2087	10077	23	1
2087010635	2087	10635	73	4
2088002086	2088	2086	45	1
2088009627	2088	9627	60	7
2088010077	2088	10077	120	3
2089002090	2089	2090	120	0
2089009627	2089	9627	60	0
2089010076	2089	10076	84	2
2089010636	2089	10636	45	4
2090002089	2090	2089	120	5
2090008364	2090	8364	34	4
2090010637	2090	10637	20	1
2091007787	2091	7787	144	14
2091010644	2091	10644	53	2
2091010650	2091	10650	50	3
2092002093	2092	2093	69	5
2092002119	2092	2119	72	10
