linkId	fromNode	toNode	meanTime	stdTime
425000424	425	424	199	26
425000426	425	426	103	9
425000775	425	775	157	14
425000779	425	779	89	10
426000425	426	425	103	1
426000427	426	427	67	5
426000441	426	441	289	23
427000426	427	426	67	2
427000428	427	428	210	5
427000594	427	594	86	3
427000779	427	779	159	16
428000427	428	427	210	14
428000429	428	429	47	6
428000431	428	431	62	7
429000428	429	428	47	1
429000430	429	430	38	4
429000593	429	593	143	10
429000778	429	778	166	5
430000429	430	429	38	0
431000428	431	428	62	6
431000432	431	432	211	22
431000593	431	593	76	1
431000597	431	597	175	9
432000431	432	431	211	24
432000433	432	433	157	4
432000595	432	595	190	18
432000599	432	599	80	7
433000432	433	432	157	8
433000434	433	434	141	11
433000616	433	616	204	5
433000617	433	617	90	11
434000433	434	433	141	5
434000435	434	435	184	10
434000618	434	618	247	30
434000619	434	619	39	3
435000434	435	434	184	26
435000436	435	436	115	11
435000552	435	552	53	1
435000554	435	554	236	28
436000435	436	435	115	6
436000437	436	437	185	10
436000496	436	496	61	2
437000436	437	436	185	9
437000438	437	438	248	16
437000554	437	554	37	0
437000556	437	556	431	23
438000437	438	437	248	26
438000439	438	439	144	1
438000535	438	535	490	2
438000536	438	536	127	17
438000540	438	540	101	1
439000438	439	438	144	17
439000440	439	440	152	4
439000614	439	614	163	2
439000615	439	615	116	4
440000439	440	439	152	20
440000441	440	441	158	10
440000612	440	612	158	0
440000613	440	613	113	4
441000426	441	426	289	24
441000440	441	440	158	13
441000591	441	591	191	6
441000596	441	596	43	6
442000443	442	443	215	9
442000898	442	898	389	52
442000899	442	899	167	6
442000929	442	929	379	53
443000442	443	442	215	11
443000444	443	444	267	25
443000897	443	897	78	7
443000898	443	898	239	19
444000443	444	443	267	2
444000445	444	445	300	23
445000444	445	444	300	10
445000446	445	446	376	13
445000885	445	885	382	35
445000886	445	886	63	8
446000445	446	445	376	1
446000447	446	447	347	44
446000858	446	858	145	10
446000859	446	859	313	3
447000446	447	446	347	24
447000448	447	448	239	0
447000848	447	848	335	46
447000849	447	849	112	14
448000447	448	447	239	3
448000449	448	449	197	21
448000664	448	664	167	4
448000665	448	665	70	4
449000448	449	448	197	28
449000450	449	450	120	1
449000662	449	662	175	6
449000663	449	663	85	8
450000449	450	449	120	14
450000451	450	451	86	0
450000453	450	453	274	0
450000508	450	508	228	4
451000450	451	450	86	2
451000452	451	452	131	19
451000654	451	654	109	7
451000655	451	655	149	21
452000451	452	451	131	13
452000525	452	525	139	13
452000652	452	652	130	9
452000654	452	654	137	10
453000450	453	450	274	39
453000454	453	454	616	56
453000650	453	650	169	9
453000841	453	841	89	10
454000453	454	453	616	70
454000455	454	455	194	8
454000838	454	838	116	7
454000840	454	840	147	3
455000454	455	454	194	25
455000456	455	456	162	21
455000833	455	833	162	19
455000835	455	835	171	6
456000455	456	455	162	14
456000457	456	457	176	17
456000834	456	834	121	18
456000836	456	836	145	11
457000456	457	456	176	2
457000458	457	458	90	9
457000829	457	829	219	31
457000831	457	831	43	6
458000457	458	457	90	4
458000459	458	459	86	9
458000467	458	467	310	23
458000468	458	468	175	22
459000458	459	458	86	3
459000460	459	460	280	32
459000832	459	832	76	10
459000845	459	845	463	34
460000459	460	459	280	29
460000461	460	461	378	15
460000872	460	872	352	21
460000875	460	875	133	8
461000460	461	460	378	49
461000462	461	462	323	33
461000874	461	874	141	17
461000877	461	877	352	48
462000461	462	461	323	0
462000873	462	873	207	13
462000876	462	876	261	6
462000927	462	927	467	30
463000464	463	464	234	4
463000928	463	928	958	90
464000463	464	463	234	30
464000465	464	465	433	59
464000883	464	883	235	18
464000884	464	884	191	22
465000464	465	464	433	56
465000466	465	466	344	5
465000862	465	862	270	23
465000881	465	881	149	7
466000465	466	465	344	3
466000467	466	467	320	26
466000855	466	855	100	7
466000862	466	862	324	44
467000458	467	458	310	18
467000466	467	466	320	19
467000845	467	845	125	15
467000855	467	855	353	31
468000458	468	458	175	15
468000469	468	469	175	1
468000829	468	829	80	0
468000830	468	830	171	1
469000468	469	468	175	1
469000470	469	470	164	13
469000819	469	819	20	3
469000824	469	824	241	35
470000469	470	469	164	1
470000471	470	471	247	27
470000817	470	817	44	3
470000822	470	822	202	2
471000470	471	470	247	22
471000472	471	472	175	9
471000815	471	815	230	21
471000816	471	816	37	0
472000471	472	471	175	17
472000473	472	473	105	13
472000813	472	813	83	5
472000815	472	815	133	14
473000472	473	472	105	8
473000474	473	474	194	15
473000475	473	475	190	7
473000707	473	707	263	13
473000813	473	813	86	11
474000473	474	473	194	14
474000538	474	538	199	15
474000701	474	701	104	2
474000706	474	706	147	17
475000473	475	473	190	24
475000476	475	476	101	0
475000706	475	706	185	14
475000707	475	707	104	6
476000475	476	475	101	9
476000477	476	477	223	7
476000705	476	705	121	1
476000707	476	707	167	25
477000476	477	476	223	32
477000478	477	478	152	22
477000503	477	503	53	6
477000504	477	504	57	4
478000477	478	477	152	17
478000479	478	479	194	11
478000633	478	633	115	6
478000703	478	703	161	13
479000478	479	478	194	24
479000480	479	480	79	0
479000629	479	629	127	10
479000693	479	693	113	11
480000479	480	479	79	1
480000481	480	481	85	2
480000483	480	483	101	4
480000484	480	484	128	13
480000486	480	486	122	12
481000480	481	480	85	12
481000482	481	482	32	0
481000483	481	483	100	9
481000691	481	691	145	14
482000481	482	481	32	0
483000480	483	480	101	11
483000481	483	481	100	11
483000539	483	539	200	28
483000693	483	693	30	0
484000480	484	480	128	6
484000485	484	485	196	18
484000627	484	627	119	17
484000629	484	629	219	23
485000484	485	484	196	7
485000489	485	489	160	18
485000626	485	626	101	0
485000628	485	628	170	5
486000480	486	480	122	15
486000535	486	535	17	0
486000627	486	627	133	4
486000691	486	691	144	15
487000488	487	488	159	13
487000535	487	535	247	37
487000681	487	681	82	6
487000682	487	682	182	8
488000405	488	405	61	3
488000487	488	487	159	16
488000680	488	680	178	21
488000682	488	682	166	5
489000485	489	485	160	5
489000490	489	490	64	8
489000630	489	630	161	22
489000631	489	631	254	37
490000489	490	489	64	8
490000491	490	491	157	12
490000557	490	557	215	10
490000631	490	631	228	4
491000490	491	490	157	23
491000492	491	492	170	25
491000558	491	558	192	14
491000559	491	559	36	2
492000491	492	491	170	6
492000493	492	493	82	7
492000561	492	561	185	9
492000562	492	562	29	4
493000492	493	492	82	0
493000494	493	494	134	6
493000497	493	497	116	10
493000562	493	562	76	11
493000564	493	564	82	4
494000493	494	493	134	8
494000495	494	495	169	13
494000561	494	561	60	3
494000563	494	563	140	11
495000494	495	494	169	13
495000496	495	496	154	22
495000551	495	551	281	3
495000560	495	560	56	1
496000436	496	436	61	2
496000495	496	495	154	17
496000553	496	553	78	6
496000556	496	556	223	23
497000493	497	493	116	6
497000498	497	498	40	3
498000497	498	497	40	2
498000499	498	499	80	4
498000533	498	533	97	11
499000498	499	498	80	4
499000500	499	500	170	23
499000567	499	567	94	14
499000569	499	569	139	19
500000499	500	499	170	16
500000501	500	501	217	1
500000566	500	566	109	10
500000570	500	570	82	8
501000500	501	500	217	12
501000502	501	502	209	20
501000571	501	571	149	21
501000636	501	636	37	4
502000501	502	501	209	15
502000503	502	503	232	6
502000632	502	632	100	15
502000634	502	634	235	32
503000477	503	477	53	0
503000502	503	502	232	13
503000504	503	504	31	3
503000633	503	633	210	10
504000477	504	477	57	7
504000503	504	503	31	2
504000505	504	505	211	26
504000635	504	635	27	4
505000504	505	504	211	8
505000506	505	506	145	7
505000634	505	634	89	4
505000639	505	639	145	1
506000505	506	505	145	21
506000507	506	507	235	16
506000639	506	639	108	11
506000644	506	644	155	21
507000506	507	506	235	14
507000508	507	508	472	50
507000578	507	578	485	12
507000646	507	646	91	1
508000450	508	450	228	31
508000507	508	507	472	18
508000509	508	509	145	8
509000508	509	508	145	8
509000510	509	510	194	28
509000659	509	659	35	2
509000667	509	667	303	8
510000509	510	509	194	3
510000511	510	511	18	0
510000658	510	658	22	1
510000666	510	666	245	11
511000510	511	510	18	1
511000512	511	512	133	14
511000521	511	521	187	25
511000522	511	522	282	12
512000511	512	511	133	3
512000513	512	513	224	20
512000661	512	661	35	4
512000670	512	670	449	39
513000512	513	512	224	25
513000514	513	514	319	38
513000902	513	902	215	11
513000905	513	905	547	0
514000513	514	513	319	14
514000515	514	515	266	9
514000903	514	903	157	20
514000905	514	905	676	53
515000514	515	514	266	13
515000516	515	516	346	19
515000534	515	534	97	13
515000544	515	544	17	1
515000932	515	932	356	27
516000515	516	515	346	38
516000517	516	517	364	51
516000903	516	903	538	9
516000906	516	906	97	12
517000516	517	516	364	42
517000518	517	518	398	35
517000908	517	908	153	13
517000909	517	909	263	12
518000517	518	517	398	17
518000911	518	911	316	14
518000912	518	912	98	6
518000930	518	930	559	56
519000520	519	520	45	6
519000521	519	521	163	1
519000668	519	668	38	2
519000670	519	670	188	17
520000519	520	519	45	2
521000511	521	511	187	14
521000519	521	519	163	16
521000666	521	666	33	1
521000670	521	670	236	32
522000511	522	511	282	10
522000523	522	523	439	41
523000522	523	522	439	20
523000530	523	530	134	9
523000545	523	545	7	0
524000525	524	525	194	18
524000545	524	545	265	22
524000578	524	578	280	29
524000647	524	647	95	8
525000452	525	452	139	7
525000524	525	524	194	27
525000652	525	652	154	0
525000657	525	657	151	21
526000527	526	527	361	31
526000528	526	528	590	57
526000541	526	541	26	1
526000546	526	546	194	25
527000526	527	526	361	49
527000542	527	542	39	0
527000543	527	543	238	17
527000546	527	546	254	28
528000526	528	526	590	0
528000529	528	529	86	0
528000573	528	573	340	1
528000575	528	575	53	4
529000528	529	528	86	2
529000530	529	530	123	5
529000531	529	531	73	10
530000523	530	523	134	4
530000529	530	529	123	17
530000575	530	575	164	14
530000577	530	577	169	16
531000529	531	529	73	2
531000532	531	532	99	0
531000573	531	573	205	14
531000574	531	574	177	10
532000531	532	531	99	7
532000533	532	533	91	9
532000569	532	569	177	3
532000574	532	574	134	7
533000498	533	498	97	8
533000532	533	532	91	3
533000568	533	568	76	11
533000569	533	569	179	2
534000515	534	515	97	5
534000543	534	543	199	20
534000933	534	933	358	1
535000438	535	438	490	67
535000486	535	486	17	0
535000487	535	487	247	32
536000438	536	438	127	18
536000537	536	537	194	19
536000615	536	615	91	3
537000399	537	399	257	1
537000536	537	536	194	18
537000608	537	608	199	27
537000610	537	610	49	2
538000409	538	409	88	12
538000474	538	474	199	0
538000699	538	699	27	4
538000704	538	704	251	28
539000409	539	409	172	14
539000483	539	483	200	7
539000694	539	694	37	3
539000704	539	704	293	4
540000438	540	438	101	13
540000583	540	583	34	2
540000622	540	622	105	4
541000526	541	526	26	2
541000582	541	582	346	27
541000902	541	902	481	69
542000527	542	527	39	5
542000902	542	902	253	5
542000903	542	903	368	13
543000527	543	527	238	31
543000534	543	534	199	1
543000903	543	903	84	7
544000515	544	515	17	2
544000903	544	903	323	17
544000904	544	904	195	12
545000523	545	523	7	1
545000524	545	524	265	15
545000577	545	577	217	28
545000580	545	580	90	9
546000526	546	526	194	5
546000527	546	527	254	0
547000548	547	548	196	20
547000549	547	549	293	39
547000621	547	621	173	13
548000547	548	547	196	26
548000550	548	550	349	32
548000552	548	552	269	38
548000618	548	618	211	29
549000547	549	547	293	27
549000550	549	550	197	4
549000551	549	551	253	32
550000548	550	548	349	20
550000549	550	549	197	26
550000551	550	551	311	26
550000552	550	552	466	27
550000553	550	553	235	29
550000560	550	560	324	16
551000495	551	495	281	8
551000549	551	549	253	8
551000550	551	550	311	0
551000563	551	563	185	24
552000435	552	435	53	5
552000548	552	548	269	19
552000550	552	550	466	21
552000553	552	553	274	24
552000618	552	618	260	10
552000619	552	619	288	8
553000496	553	496	78	3
553000550	553	550	235	26
553000552	553	552	274	30
553000560	553	560	238	31
554000435	554	435	236	15
554000437	554	437	37	0
554000614	554	614	302	9
554000619	554	619	298	8
554000622	554	622	347	18
554000625	554	625	203	0
555000556	555	556	382	44
555000622	555	622	293	14
555000624	555	624	161	1
555000625	555	625	95	5
556000437	556	437	431	11
556000496	556	496	223	4
556000555	556	555	382	51
556000557	556	557	355	53
556000560	556	560	338	3
556000624	556	624	557	80
557000490	557	490	215	0
557000556	557	556	355	23
557000558	557	558	239	4
557000559	557	559	338	21
557000624	557	624	555	0
557000630	557	630	225	13
558000491	558	491	192	25
558000557	558	557	239	20
558000560	558	560	242	17
558000561	558	561	256	8
559000491	559	491	36	5
559000557	559	557	338	13
559000562	559	562	340	12
559000566	559	566	275	30
559000631	559	631	366	28
560000495	560	495	56	8
560000550	560	550	324	28
560000553	560	553	238	0
560000556	560	556	338	2
560000558	560	558	242	29
560000561	560	561	263	10
561000492	561	492	185	0
561000494	561	494	60	2
561000558	561	558	256	30
561000560	561	560	263	22
562000492	562	492	29	2
562000493	562	493	76	11
562000559	562	559	340	26
562000563	562	563	337	44
562000567	562	567	193	27
563000494	563	494	140	5
563000551	563	551	185	4
563000562	563	562	337	35
563000564	563	564	128	16
564000493	564	493	82	3
564000563	564	563	128	2
564000565	564	565	130	11
565000564	565	564	130	2
565000568	565	568	125	4
565000569	565	569	393	57
566000500	566	500	109	5
566000559	566	559	275	41
566000567	566	567	326	34
566000631	566	631	437	36
567000499	567	499	94	1
567000562	567	562	193	15
567000566	567	566	326	28
568000533	568	533	76	6
568000565	568	565	125	8
568000574	568	574	185	15
569000499	569	499	139	18
569000532	569	532	177	10
569000533	569	533	179	5
569000565	569	565	393	47
569000570	569	570	335	38
569000572	569	572	474	12
569000573	569	573	305	34
570000500	570	500	82	5
570000569	570	569	335	1
570000571	570	571	389	43
570000572	570	572	319	26
571000501	571	501	149	15
571000570	571	570	389	9
571000572	571	572	347	15
571000631	571	631	404	55
571000632	571	632	466	48
571000634	571	634	378	36
571000637	571	637	269	36
572000569	572	569	474	51
572000570	572	570	319	28
572000571	572	571	347	26
572000573	572	573	295	27
572000576	572	576	252	21
572000637	572	637	387	45
573000528	573	528	340	3
573000531	573	531	205	11
573000569	573	569	305	40
573000572	573	572	295	10
573000577	573	577	295	31
574000531	574	531	177	3
574000532	574	532	134	1
574000568	574	568	185	5
574000575	574	575	292	8
575000528	575	528	53	0
575000530	575	530	164	1
575000574	575	574	292	1
575000580	575	580	363	23
575000581	575	581	247	20
576000572	576	572	252	27
576000577	576	577	383	50
576000578	576	578	380	56
576000637	576	637	348	23
576000643	576	643	212	11
577000530	577	530	169	9
577000545	577	545	217	7
577000573	577	573	295	8
577000576	577	576	383	9
577000578	577	578	278	5
578000507	578	507	485	39
578000524	578	524	280	32
578000576	578	576	380	14
578000577	578	577	278	22
578000579	578	579	437	1
578000580	578	580	383	17
578000643	578	643	227	24
578000645	578	645	351	17
579000578	579	578	437	46
579000580	579	580	255	38
579000582	579	582	305	34
579000647	579	647	211	4
579000656	579	656	398	37
580000545	580	545	90	1
580000575	580	575	363	20
580000578	580	578	383	53
580000579	580	579	255	17
580000581	580	581	587	43
580000582	580	582	389	29
581000575	581	575	247	11
581000580	581	580	587	35
581000582	581	582	408	26
582000541	582	541	346	38
582000579	582	579	305	9
582000580	582	580	389	23
582000581	582	581	408	27
582000660	582	660	353	49
583000540	583	540	34	4
584000394	584	394	298	20
584000395	584	395	233	16
584000586	584	586	369	34
584000588	584	588	364	34
584000605	584	605	484	12
584000710	584	710	343	34
584000712	584	712	449	11
584000768	584	768	609	23
584000808	584	808	638	69
585000401	585	401	102	10
585000586	585	586	241	1
585000587	585	587	278	12
585000771	585	771	233	30
586000584	586	584	369	7
586000585	586	585	241	36
586000588	586	588	266	24
586000772	586	772	230	32
587000400	587	400	53	0
587000585	587	585	278	18
587000588	587	588	284	21
587000592	587	592	322	47
587000604	587	604	247	22
588000397	588	397	181	27
588000584	588	584	364	25
588000586	588	586	266	20
588000587	588	587	284	28
589000590	589	590	269	25
589000591	589	591	220	12
589000594	589	594	251	16
589000775	589	775	298	3
590000401	590	401	109	12
590000589	590	589	269	18
590000592	590	592	257	1
590000776	590	776	286	1
591000441	591	441	191	2
591000589	591	589	220	6
591000592	591	592	277	8
591000608	591	608	313	25
591000613	591	613	227	14
592000587	592	587	322	28
592000590	592	590	257	30
592000591	592	591	277	35
592000608	592	608	262	26
592000609	592	609	302	3
593000429	593	429	143	3
593000431	593	431	76	9
593000594	593	594	272	30
593000595	593	595	251	25
594000427	594	427	86	7
594000589	594	589	251	10
594000593	594	593	272	36
594000596	594	596	278	26
595000432	595	432	190	14
595000593	595	593	251	29
595000596	595	596	245	15
595000612	595	612	424	37
595000617	595	617	280	26
596000441	596	441	43	2
596000594	596	594	278	18
596000595	596	595	245	32
596000612	596	612	254	0
596000613	596	613	365	14
597000431	597	431	175	17
597000599	597	599	272	15
597000778	597	778	638	56
598000599	598	599	255	34
598000616	598	616	271	18
598000620	598	620	237	18
599000432	599	432	80	10
599000597	599	597	272	12
599000598	599	598	255	9
599000616	599	616	353	40
599000617	599	617	272	35
600000395	600	395	82	5
600000601	600	601	224	27
600000602	600	602	199	21
600000605	600	605	220	32
601000394	601	394	105	4
601000600	601	600	224	4
601000603	601	603	234	18
601000716	601	716	310	29
602000600	602	600	199	2
602000603	602	603	229	31
602000607	602	607	272	39
602000671	602	671	283	40
603000601	603	601	234	3
603000602	603	602	229	34
603000672	603	672	227	28
603000718	603	718	239	18
604000397	604	397	77	8
604000399	604	399	199	9
604000587	604	587	247	10
604000605	604	605	245	17
604000606	604	606	223	5
605000584	605	584	484	71
605000600	605	600	220	7
605000604	605	604	245	16
605000607	605	607	330	41
606000403	606	403	170	17
606000604	606	604	223	11
606000607	606	607	245	13
606000675	606	675	384	29
607000602	607	602	272	12
607000605	607	605	330	1
607000606	607	606	245	4
607000676	607	676	412	25
608000537	608	537	199	4
608000591	608	591	313	17
608000592	608	592	262	32
608000609	608	609	265	13
608000613	608	613	258	21
609000399	609	399	53	7
609000400	609	400	403	54
609000592	609	592	302	17
609000608	609	608	265	20
609000611	609	611	229	30
610000537	610	537	49	2
610000611	610	611	224	21
610000615	610	615	251	32
610000679	610	679	286	41
611000403	611	403	124	13
611000609	611	609	229	9
611000610	611	610	224	19
611000680	611	680	260	0
612000440	612	440	158	9
612000595	612	595	424	36
612000596	612	596	254	16
612000614	612	614	256	25
612000617	612	617	263	25
613000440	613	440	113	9
613000591	613	591	227	4
613000596	613	596	365	42
613000608	613	608	258	26
613000615	613	615	217	12
614000439	614	439	163	10
614000554	614	554	302	13
614000612	614	612	256	18
614000619	614	619	339	23
614000622	614	622	364	53
615000439	615	439	116	15
615000536	615	536	91	11
615000610	615	610	251	16
615000613	615	613	217	0
615000622	615	622	302	26
616000433	616	433	204	2
616000598	616	598	271	15
616000599	616	599	353	35
616000618	616	618	191	14
616000620	616	620	227	17
617000433	617	433	90	3
617000595	617	595	280	2
617000599	617	599	272	2
617000612	617	612	263	2
617000619	617	619	202	17
618000434	618	434	247	33
618000548	618	548	211	19
618000552	618	552	260	16
618000616	618	616	191	24
618000621	618	621	233	20
619000434	619	434	39	3
619000552	619	552	288	28
619000554	619	554	298	21
619000614	619	614	339	33
619000617	619	617	202	18
620000598	620	598	237	28
620000616	620	616	227	28
620000621	620	621	157	20
621000547	621	547	173	1
621000618	621	618	233	33
621000620	621	620	157	19
622000540	622	540	105	15
622000554	622	554	347	40
622000555	622	555	293	14
622000614	622	614	364	42
622000615	622	615	302	24
622000623	622	623	301	42
622000625	622	625	288	21
623000622	623	622	301	35
623000624	623	624	376	39
623000627	623	627	290	13
623000681	623	681	259	37
624000555	624	555	161	1
624000556	624	556	557	78
624000557	624	557	555	67
624000623	624	623	376	55
624000626	624	626	266	9
625000554	625	554	203	4
625000555	625	555	95	5
625000622	625	622	288	40
626000485	626	485	101	3
626000624	626	624	266	1
626000627	626	627	306	27
626000630	626	630	259	9
627000484	627	484	119	2
627000486	627	486	133	8
627000623	627	623	290	17
627000626	627	626	306	9
628000485	628	485	170	2
628000629	628	629	287	27
628000631	628	631	393	19
628000632	628	632	299	13
629000479	629	479	127	5
629000484	629	484	219	20
629000628	629	628	287	1
629000633	629	633	293	5
630000489	630	489	161	4
630000557	630	557	225	20
630000626	630	626	259	2
631000489	631	489	254	14
631000490	631	490	228	30
631000559	631	559	366	15
631000566	631	566	437	11
631000571	631	571	404	39
631000628	631	628	393	24
631000636	631	636	262	13
632000502	632	502	100	5
632000571	632	571	466	2
632000628	632	628	299	4
632000633	632	633	272	20
632000636	632	636	250	26
633000478	633	478	115	11
633000503	633	503	210	12
633000629	633	629	293	8
633000632	633	632	272	21
634000502	634	502	235	11
634000505	634	505	89	5
634000571	634	571	378	30
634000635	634	635	232	16
634000637	634	637	325	7
635000504	635	504	27	4
635000634	635	634	232	21
635000640	635	640	218	2
635000705	635	705	254	13
636000501	636	501	37	3
636000631	636	631	262	0
636000632	636	632	250	19
637000571	637	571	269	40
637000572	637	572	387	37
637000576	637	576	348	3
637000634	637	634	325	34
637000644	637	644	269	29
638000640	638	640	398	32
638000642	638	642	326	47
638000707	638	707	247	11
638000815	638	815	343	14
638000825	638	825	218	13
638000826	638	826	288	31
639000505	639	505	145	3
639000506	639	506	108	7
639000640	639	640	211	13
639000641	639	641	285	28
640000635	640	635	218	23
640000638	640	638	398	26
640000639	640	639	211	1
640000642	640	642	263	18
641000639	641	639	285	19
641000642	641	642	213	27
641000646	641	646	234	3
641000648	641	648	281	19
642000638	642	638	326	42
642000640	642	640	263	28
642000641	642	641	213	11
642000649	642	649	257	16
643000576	643	576	212	20
643000578	643	578	227	24
643000644	643	644	296	6
644000506	644	506	155	9
644000637	644	637	269	37
644000643	644	643	296	2
644000646	644	646	314	29
645000578	645	578	351	27
645000646	645	646	265	24
645000647	645	647	238	25
645000652	645	652	229	18
646000507	646	507	91	10
646000641	646	641	234	21
646000644	646	644	314	25
646000645	646	645	265	23
646000653	646	653	248	16
647000524	647	524	95	4
647000579	647	579	211	15
647000645	647	645	238	24
647000657	647	657	218	16
648000641	648	641	281	5
648000649	648	649	269	22
648000650	648	650	239	22
648000653	648	653	237	25
649000642	649	642	257	18
649000648	649	648	269	2
649000651	649	651	234	1
649000825	649	825	241	14
650000453	650	453	169	23
650000648	650	648	239	22
650000651	650	651	261	19
650000655	650	655	296	4
651000649	651	649	234	9
651000650	651	650	261	28
651000827	651	827	239	7
651000842	651	842	270	7
652000452	652	452	130	18
652000525	652	525	154	4
652000645	652	645	229	34
652000653	652	653	257	24
653000646	653	646	248	11
653000648	653	648	237	22
653000652	653	652	257	2
653000655	653	655	289	0
654000451	654	451	109	1
654000452	654	452	137	20
654000659	654	659	289	20
654000662	654	662	261	31
655000451	655	451	149	9
655000650	655	650	296	32
655000653	655	653	289	39
655000663	655	663	263	33
656000579	656	579	398	55
656000657	656	657	338	31
656000658	656	658	285	24
656000660	656	660	230	34
657000525	657	525	151	19
657000647	657	647	218	12
657000656	657	656	338	19
657000659	657	659	313	4
658000510	658	510	22	2
658000656	658	656	285	29
658000659	658	659	334	30
658000661	658	661	218	29
659000509	659	509	35	1
659000654	659	654	289	28
659000657	659	657	313	46
659000658	659	658	334	14
660000582	660	582	353	41
660000656	660	656	230	30
660000661	660	661	277	20
660000902	660	902	362	36
661000512	661	512	35	1
661000658	661	658	218	7
661000660	661	660	277	36
661000902	661	902	477	49
662000449	662	449	175	13
662000654	662	654	261	22
662000664	662	664	227	20
662000667	662	667	323	42
663000449	663	449	85	3
663000655	663	655	263	13
663000665	663	665	257	20
663000841	663	841	250	28
664000448	664	448	167	14
664000662	664	662	227	25
664000669	664	669	230	14
664000849	664	849	353	25
665000448	665	448	70	9
665000663	665	663	257	0
665000843	665	843	224	32
665000849	665	849	389	0
666000510	666	510	245	2
666000521	666	521	33	0
666000667	666	667	281	41
666000668	666	668	251	2
667000509	667	509	303	38
667000662	667	662	323	0
667000666	667	666	281	12
667000669	667	669	259	7
668000519	668	519	38	1
668000666	668	666	251	6
668000669	668	669	285	15
668000850	668	850	230	10
669000664	669	664	230	5
669000667	669	667	259	23
669000668	669	668	285	18
669000851	669	851	277	11
670000512	670	512	449	51
670000519	670	519	188	9
670000521	670	521	236	21
670000854	670	854	619	2
670000902	670	902	622	12
670000905	670	905	600	7
671000602	671	602	283	41
671000672	671	672	220	8
671000673	671	673	239	8
671000676	671	676	235	18
672000603	672	603	227	26
672000671	672	671	220	31
672000674	672	674	239	34
672000722	672	722	215	16
673000671	673	671	239	19
673000674	673	674	230	31
673000678	673	678	220	25
673000683	673	683	256	16
674000672	674	672	239	35
674000673	674	673	230	21
674000684	674	684	257	28
674000724	674	724	270	34
