linkId	fromNode	toNode	meanTime	stdTime
299000300	299	300	60	2
299000315	299	315	115	11
300000280	300	280	25	2
300000299	300	299	60	8
300000301	300	301	30	1
300000316	300	316	115	11
301000300	301	300	30	3
301000302	301	302	30	4
302000027	302	27	9	0
302000042	302	42	60	0
302000286	302	286	25	0
302000301	302	301	30	2
302000311	302	311	68	2
303000027	303	27	9	1
303000028	303	28	9	1
303000042	303	42	60	1
303000043	303	43	92	1
303000289	303	289	73	10
303000319	303	319	128	17
304000028	304	28	9	0
304000043	304	43	92	6
304000291	304	291	77	10
304000305	304	305	55	5
304000312	304	312	17	0
305000292	305	292	112	16
305000304	305	304	55	0
305000306	305	306	43	3
305000321	305	321	197	18
306000198	306	198	30	2
306000305	306	305	43	5
306000307	306	307	30	0
307000180	307	180	30	1
307000306	307	306	30	3
307000308	307	308	30	1
308000029	308	29	9	1
308000044	308	44	60	9
308000295	308	295	43	1
308000307	308	307	30	2
308000309	308	309	120	3
309000011	309	11	60	4
309000308	309	308	120	16
310000151	310	151	30	0
310000296	310	296	95	9
310000313	310	313	17	2
311000226	311	226	30	3
311000302	311	302	68	7
311000317	311	317	43	1
312000304	312	304	17	0
312000320	312	320	163	24
313000310	313	310	17	0
313000314	313	314	47	0
313000325	313	325	103	6
314000131	314	131	30	3
314000313	314	313	17	0
314000315	314	315	98	11
315000299	315	299	115	8
315000314	315	314	103	5
315000316	315	316	155	12
315000327	315	327	65	6
316000300	316	300	115	6
316000315	316	315	60	6
316000317	316	317	52	5
316000328	316	328	65	8
317000241	317	241	30	2
317000311	317	311	43	3
317000316	317	316	60	8
317000318	317	318	68	4
317000329	317	329	65	7
318000317	318	317	68	0
318000319	318	319	60	2
319000303	319	303	128	15
319000318	319	318	52	6
319000320	319	320	60	4
319000330	319	330	52	0
320000312	320	312	163	16
320000319	320	319	155	20
320000321	320	321	103	5
320000332	320	332	43	4
321000305	321	305	197	9
321000320	321	320	98	5
321000333	321	333	43	5
321000334	321	334	17	1
322000018	322	18	60	0
322000323	322	323	120	10
323000153	323	153	30	0
323000322	323	322	120	3
323000324	323	324	30	0
324000129	324	129	30	1
324000323	324	323	30	4
324000325	324	325	35	0
325000313	325	313	103	5
325000324	325	324	35	3
325000326	325	326	52	1
325000340	325	340	22	1
326000325	326	325	52	4
326000327	326	327	95	6
327000315	327	315	65	8
327000326	327	326	95	11
327000328	327	328	60	6
327000341	327	341	60	5
328000316	328	316	65	6
328000327	328	327	60	2
328000329	328	329	60	3
328000342	328	342	60	0
329000031	329	31	9	0
329000046	329	46	60	1
329000317	329	317	65	6
329000328	329	328	60	1
329000343	329	343	60	1
330000031	330	31	9	0
330000046	330	46	60	5
330000224	330	224	30	2
330000319	330	319	52	0
330000331	330	331	25	2
330000339	330	339	38	2
331000330	331	330	25	2
331000332	331	332	115	5
332000032	332	32	9	0
332000047	332	47	55	4
332000320	332	320	43	1
332000331	332	331	115	17
332000345	332	345	43	5
333000032	333	32	9	1
333000047	333	47	56	0
333000321	333	321	43	0
333000334	333	334	25	3
333000358	333	358	125	12
334000321	334	321	47	6
334000333	334	333	25	0
334000335	334	335	17	0
335000200	335	200	30	0
335000334	335	334	17	2
335000336	335	336	30	2
336000178	336	178	30	2
336000335	336	335	30	2
336000337	336	337	30	0
337000029	337	29	9	1
337000033	337	33	9	0
337000044	337	44	180	24
337000048	337	48	60	4
337000336	337	336	30	4
337000338	337	338	120	8
338000010	338	10	60	3
338000337	338	337	120	10
339000243	339	243	30	4
339000330	339	330	38	1
339000344	339	344	25	1
340000030	340	30	9	0
340000045	340	45	60	8
340000325	340	325	22	1
340000351	340	351	103	1
341000030	341	30	9	1
341000045	341	45	60	1
341000327	341	327	60	7
341000342	341	342	60	1
341000353	341	353	120	10
342000328	342	328	60	9
342000341	342	341	60	0
342000343	342	343	60	6
342000354	342	354	120	7
343000329	343	329	60	2
343000342	343	342	60	1
343000344	343	344	120	8
343000355	343	355	120	4
344000339	344	339	25	0
344000343	344	343	120	15
344000356	344	356	120	9
345000332	345	332	43	5
345000346	345	346	38	3
346000222	346	222	30	4
346000345	346	345	38	1
346000347	346	347	65	8
347000245	347	245	30	3
347000346	347	346	65	8
347000357	347	357	17	2
348000018	348	18	60	0
348000349	348	349	120	6
349000156	349	156	30	3
349000348	349	348	120	1
349000350	349	350	30	3
350000126	350	126	30	2
350000349	350	349	30	0
350000351	350	351	52	2
351000340	351	340	103	2
351000350	351	350	52	6
351000352	351	352	43	1
351000367	351	367	120	14
352000351	352	351	43	5
352000353	352	353	85	8
353000341	353	341	120	1
353000352	353	352	85	3
353000354	353	354	60	0
353000369	353	369	120	16
354000342	354	342	120	7
354000353	354	353	60	1
354000355	354	355	60	7
354000370	354	370	120	5
355000343	355	343	120	12
355000354	355	354	60	6
355000356	355	356	120	6
355000371	355	371	120	15
356000344	356	344	120	1
356000355	356	355	120	0
356000357	356	357	120	11
356000372	356	372	120	3
357000347	357	347	17	1
357000356	357	356	120	1
357000358	357	358	120	18
357000373	357	373	120	0
358000333	358	333	125	15
358000357	358	357	120	3
358000359	358	359	43	5
358000363	358	363	103	5
359000202	359	202	30	0
359000358	359	358	43	1
359000360	359	360	30	2
360000176	360	176	30	1
360000359	360	359	30	2
360000361	360	361	30	1
361000033	361	33	9	1
361000048	361	48	60	0
361000360	361	360	30	4
361000362	361	362	120	7
361000378	361	378	120	3
362000010	362	10	60	5
362000361	362	361	120	13
363000358	363	358	103	7
363000375	363	375	17	0
364000019	364	19	60	8
364000365	364	365	120	1
365000158	365	158	30	3
365000364	365	364	120	3
365000366	365	366	30	4
366000124	366	124	30	4
366000365	366	365	30	1
366000367	366	367	52	1
367000351	367	351	120	15
367000366	367	366	52	4
367000368	367	368	43	0
367000384	367	384	137	10
368000367	368	367	43	3
368000369	368	369	85	1
369000034	369	34	9	1
369000049	369	49	60	5
369000353	369	353	120	10
369000368	369	368	85	4
369000370	369	370	60	2
370000354	370	354	120	16
370000369	370	369	60	2
370000371	370	371	60	9
370000386	370	386	120	18
371000355	371	355	120	0
371000370	371	370	60	5
371000372	371	372	120	11
371000387	371	387	120	1
372000356	372	356	120	2
372000371	372	371	120	5
372000373	372	373	120	9
372000388	372	388	120	1
373000035	373	35	9	0
373000050	373	50	60	2
373000357	373	357	120	7
373000372	373	372	120	8
373000374	373	374	85	11
374000247	374	247	30	2
374000373	374	373	85	1
374000375	374	375	35	3
375000219	375	219	30	3
375000363	375	363	17	0
375000374	375	374	35	5
375000376	375	376	43	2
375000390	375	390	120	3
376000204	376	204	30	4
376000375	376	375	43	2
376000377	376	377	30	1
377000174	377	174	30	3
377000376	377	376	30	1
377000378	377	378	30	2
378000036	378	36	9	0
378000051	378	51	60	0
378000361	378	361	120	4
378000377	378	377	30	2
378000379	378	379	120	10
379000009	379	9	60	6
379000378	379	378	120	6
380000019	380	19	60	3
380000381	380	381	120	15
381000160	381	160	30	3
381000380	381	380	120	14
381000382	381	382	30	1
382000122	382	122	30	1
382000381	382	381	30	4
382000383	382	383	35	0
383000382	383	382	35	1
383000384	383	384	25	2
384000367	384	367	137	12
384000383	384	383	25	1
384000385	384	385	120	9
384000401	384	401	120	18
385000034	385	34	9	0
385000049	385	49	60	3
385000384	385	384	120	10
385000386	385	386	60	8
385000402	385	402	120	5
386000370	386	370	120	5
386000385	386	385	60	5
386000387	386	387	60	6
386000403	386	403	120	0
387000371	387	371	120	10
387000386	387	386	60	9
387000388	387	388	120	16
387000404	387	404	120	7
388000372	388	372	120	12
388000387	388	387	120	13
388000389	388	389	120	11
388000405	388	405	120	14
389000035	389	35	9	0
389000050	389	50	60	3
389000388	389	388	120	1
389000390	389	390	120	6
389000406	389	406	120	8
390000375	390	375	120	11
390000389	390	389	120	18
390000391	390	391	43	6
390000407	390	407	155	20
391000249	391	249	30	0
391000390	391	390	43	3
391000392	391	392	25	0
392000207	392	207	30	3
392000391	392	391	25	1
392000393	392	393	25	2
393000170	393	170	30	0
393000392	393	392	25	0
393000394	393	394	8	1
394000036	394	36	9	1
394000051	394	51	60	3
394000393	394	393	8	0
394000395	394	395	120	18
394000396	394	396	35	0
395000009	395	9	60	9
395000394	395	394	120	14
396000215	396	215	30	2
396000394	396	394	35	1
396000410	396	410	120	9
397000020	397	20	60	2
397000398	397	398	120	6
398000397	398	397	120	7
398000399	398	399	35	1
399000163	399	163	30	1
399000398	399	398	35	0
399000400	399	400	30	1
400000119	400	119	30	1
400000399	400	399	30	3
400000401	400	401	8	0
401000037	401	37	9	0
401000052	401	52	60	8
401000384	401	384	120	8
401000400	401	400	8	0
402000037	402	37	9	0
402000052	402	52	60	8
402000385	402	385	120	12
402000403	402	403	60	2
402000412	402	412	120	10
403000386	403	386	120	4
403000402	403	402	60	9
403000404	403	404	60	8
404000387	404	387	120	18
404000403	404	403	60	3
404000405	404	405	120	13
404000413	404	413	120	8
405000388	405	388	120	16
405000404	405	404	120	9
405000406	405	406	120	15
405000414	405	414	120	13
406000038	406	38	9	1
406000053	406	53	65	9
406000389	406	389	120	11
406000405	406	405	120	1
406000415	406	415	120	0
407000038	407	38	9	1
407000053	407	53	64	9
407000390	407	390	155	2
407000408	407	408	65	1
407000416	407	416	120	9
408000211	408	211	30	1
408000407	408	407	65	1
408000409	408	409	30	4
409000167	409	167	30	3
409000408	409	408	30	0
409000410	409	410	13	1
410000396	410	396	120	8
410000409	410	409	13	1
410000411	410	411	120	0
411000008	411	8	60	8
411000410	411	410	120	5
412000021	412	21	60	2
412000402	412	402	120	16
413000021	413	21	60	7
413000404	413	404	120	7
414000022	414	22	60	5
414000405	414	405	120	8
415000022	415	22	60	5
415000406	415	406	120	6
416000023	416	23	60	9
416000407	416	407	120	17
